	67
1	11
10	2
1000	1
101	1
11	3
112	1
113	1
118	1
12	2
14	1
150	1
153	1
16	3
1643	1
1654	2
1655	3
166	2
17	6
18	2
181	1
19	2
2	14
20	3
21	5
22	2
24	1
25	1
28	4
29	1
3	12
30	1
31	1
32	2
33	1
37	1
38	1
4	10
432	1
45	1
47	1
48	1
49	1
5	9
51	1
52	1
53	2
54	1
5:14	1
6	7
60	1
7	2
8	9
88	1
89	1
9	4
96	1
97	1
99	1
a	505
ab	3
abate	1
abide	1
abides	1
abilities	1
ability	3
able	6
abound	2
abounding	1
about	23
above	9
abroad	1
absence	1
absolute	2
absolutely	1
absque	1
abstain	1
abstracted	1
absurdities	1
abundant	1
abundantly	1
abusable	1
abuse	1
ac	1
acceptable	1
accident	1
accidental	3
accidentale	1
accidentally	3
accidents	2
accidētal	1
accompanying	1
accomplish	5
accomplished	1
accord	1
according	19
accordingly	1
account	1
accounted	2
acetositato	1
acknowledge	1
acknowledges	1
aconite	1
acquainted	2
acquire	2
acquired	1
acquirit	1
acquisition	1
act	4
action	7
actionem	1
actions	2
active	3
activity	1
actor	1
acts	6
actu	1
actual	1
actually	1
acuate	1
acuated	2
acuter	1
ad	6
adam	2
add	1
adde	2
added	1
addition	4
address	1
addresses	2
adheres	1
adjacent	1
adjoined	1
admirable	4
admirably	1
admiration	1
admired	1
admit	1
admixtum	1
admonish	1
advances	1
advantage	3
advantages	1
advertisements	2
advice	2
advised	1
aeer	1
aenigmatical	1
aere	1
aeris	1
aerum	1
aeternum	1
aetites	1
affidivit	1
affinity	1
affirms	1
afflicted	3
affliction	1
afford	2
afforded	1
aforesaid	3
after	23
afterward	1
afterwards	2
again	19
againe	1
against	26
age	2
agens	1
agent	5
agents	1
ages	1
aggravate	1
agit	1
agree	1
agreed	3
ague	1
agues	2
aguish	1
aim	2
air	4
al	1
alacrity	1
albeit	1
albertus	1
albifications	1
album	1
alcahest	2
alcalyes	2
alchimy	2
alchymie	4
alchymist	9
alchymistae	1
alchymists	15
alcumy	1
alderman	1
alike	3
aliter	1
all	207
all-heal	1
allaid	1
allayes	1
allays	1
alleadge	1
alleadged	1
allegorically	1
allegory	1
allen	1
almanack	1
almes	1
almighty	5
almoner	1
almost	10
alone	4
already	2
also	44
altera	1
alteration	1
altered	2
altering	1
alterius	1
although	9
altissimi	1
altogether	2
alum	1
alume	1
alwaies	1
alway	1
alwayes	4
always	1
am	13
amended	1
amiss	1
among	4
amongst	7
amplification	1
amsterdam	3
amulets	1
an	83
ancestors	1
ancient	5
and	1110
angel-court	1
angelical	1
angels	2
anglus	2
anguish	1
anibus	1
animal	2
animality	1
animals	6
animation	1
annointed	1
anoint	3
anointed	2
anon	1
another	26
anothers	1
answer	6
answered	3
antagonist	1
antecedent	1
anticheator	1
antidotal	1
antidote	1
antients	1
antimonial	1
antimony	1
antiquity	3
any	76
ape	1
apology	1
apostle	2
apostles	2
apostolical	1
apothecaries	7
apparent	4
appear	2
appearance	1
appeared	1
appears	3
appendix	2
appertaineth	1
applause	2
apple	1
applicable	1
application	4
applied	1
apply	3
applyed	2
appointed	1
apprehension	1
apprentiship	1
approximations	1
apt	2
aptness	1
aqua	3
aquam	1
arabian	2
arabians	1
are	167
argent	8
argueth	1
argument	1
arguments	3
aries	1
aright	1
