	4
1	1
1649	1
1662	1
2	1
3000	1
5	1
6	1
a	74
abominably	1
about	4
above	2
accesse	2
accomplished	1
accomplishment	1
accomplishments	1
according	3
account	3
acknowledge	1
acquainted	1
actions	1
adapted	1
add	1
added	1
admonish	1
advanced	2
affairs	2
affectation	3
affects	1
afflicted	1
after	14
afterwards	2
again	3
againe	1
against	1
ages	1
alarme	1
all	25
alone	2
aloud	1
also	1
although	1
alwayes	1
am	3
amain	1
amaz	1
ambiguitie	1
amidst	1
amisse	1
among	2
amused	1
amusing	1
an	7
anarchy	1
ancient	2
and	186
another	4
answer	2
answered	1
antient	1
any	15
apes	1
apology	1
apostate	1
appear	1
appearance	1
appearances	1
appeared	2
apt	1
are	17
aright	1
arise	1
army	1
art	1
artifices	1
as	68
ashamed	1
asked	2
aspect	2
aspects	1
asses	1
assigne	1
associates	1
assured	1
assuredly	1
assuring	1
at	22
athauasius	1
attend	1
attendance	1
attendant	1
attended	1
attending	1
authentick	1
authority	1
authors	1
aw	1
awake	1
away	2
bacon	1
be	30
beagles	4
beame	1
bear	1
bears	1
beasts	4
because	1
been	3
befalls	1
before	9
beforehand	1
began	1
begin	2
behaviour	1
beheld	1
being	9
believe	1
bellowing	1
besmeared	1
besought	1
best	3
bethought	1
betimes	1
betraying	1
better	2
between	4
beyond	2
bfore	1
bible	1
bishop	1
bitter	1
bitternesse	1
blessed	2
blessing	1
blood	1
boast	1
bocking	4
body	1
boldnesse	1
book	1
books	1
both	5
bottom	1
brain	1
braying	1
bricklayer	1
brought	1
bulls	1
buried	1
business	1
but	25
by	23
c	3
calamities	1
calculations	1
call	2
called	4
calling	1
came	7
can	3
cannot	1
carelesly	1
carried	2
cases	1
cast	1
casting	1
cause	1
causes	3
certaine	1
certainly	1
chamber	2
chancel	1
chaos	1
charles	1
child	4
christian	2
church	13
church-yard	2
churches	1
circumstances	1
cito	1
civility	1
civill	1
clear	1
cleared	1
cloud	1
coat	1
coloured	2
colours	1
come	7
comely	1
comes	1
comfortably	1
coming	4
command	1
commanded	1
comming	1
commonly	1
communicating	1
company	2
completion	1
composed	1
conceptions	1
concerned	1
concerning	1
condition	1
confesse	1
confessors	1
confidence	1
confidences	1
confident	1
confirmed	1
confirred	1
confused	1
confusion	3
congregation	2
conjured	1
consciencious	1
conscientious	1
consent	1
consideration	1
considered	1
consists	1
consonant	1
conspiring	1
constant	2
constitutions	1
contempt	1
contingency	1
continue	1
continued	1
contradictions	1
contradictory	1
contrary	1
conversation	1
corps	2
corresponded	1
correspondency	1
could	8
counsel	1
course	1
covered	1
cranies	1
crazy	3
credit	4
credulity	1
crevises	1
crouching	1
cruel	1
crying	1
curiosity	1
curs	2
d	5
daily	1
dark	1
darknesse	3
darknings	1
davies	1
dawning	1
day	2
dayes	1
dead	1
death	2
decent	1
deep	1
defects	1
delight	1
delivered	1
democracy	1
departed	1
departure	1
deplored	1
deploring	1
deserve	1
deserved	1
designe	1
designes	1
desirable	1
desire	1
desired	2
desires	1
desirous	1
desperate	1
despise	1
despised	1
destroyed	1
determine	1
detract	1
devotion	1
devout	2
did	5
died	2
difference	1
diffidence	1
diligent	2
discourse	1
discreet	1
dismall	1
disposed	1
disregard	1
dissentions	1
distance	1
distempered	1
distinctly	1
distinguish	1
divers	1
diversion	1
divinations	1
divine	2
diviner	1
do	5
doe	1
dogs	5
dore	1
dotage	1
dote	1
doubt	2
down	4
dr	2
dream	7
dreamed	1
dreames	3
dreams	5
driven	1
due	1
duties	1
duty	1
dwelling	1
earle	1
earnestness	1
easie	1
easily	2
east	1
ecclesiasticall	1
effect	1
either	4
elementary	1
emblems	2
emphasis	1
enemies	1
england	8
english	3
enquiry	1
episcopal	1
especially	4
essex	2
established	1
esteemed	1
even	2
even-lay	1
event	2
events	3
evident	1
evidently	1
exact	1
exactly	3
exceeding	1
exceedingly	1
excellent	1
exon	1
expect	1
expected	1
experiments	1
expressions	2
extraordinary	1
extravagant	1
eye	1
face	1
faction	2
factions	1
fail	1
faire	1
faith	1
fall	1
falling	1
faln	1
falsity	2
fancies	7
fancifull	1
fancy	3
fancyfull	1
farre	1
fashion	1
fat	2
father	2
fathered	1
fatuity	1
favour	1
fawning	1
fear	5
fears	1
feel	1
feining	1
fell	2
fidelity	1
field	5
fields	1
figures	1
finding	2
finis	2
first	5
fitted	1
five	2
fix	1
flash	1
flourished	1
flying	1
folio	1
followed	2
following	1
folly	1
foolish	1
foot	2
for	17
forbid	1
forbids	1
forced	1
fore-tell	1
fore-tellings	1
foresee	1
foreseen	1
foretelling	1
foretold	2
forfeit	1
forged	1
forget	1
former	2
formerly	2
formes	1
forsaken	1
forward	1
found	1
four	3
foxes	1
francis	1
fraud	1
friends	1
from	14
fruitlesse	1
fulfilled	2
full	5
fullfilled	1
fully	1
further	1
future	1
garden	1
garment	1
garments	1
gathered	2
gauden	2
gave	3
general	1
generalities	1
generally	1
genius	1
gentlemen	2
genuine	1
gesture	1
gift	1
give	4
gladly	1
glasse	1
glory	1
go	1
god	19
godlinesse	1
gods	1
goes	1
gone	1
good	12
goodly	3
goodman	3
gosfield	4
got	1
government	2
grant	1
grasse	2
graver	1
great	18
grew	1
grief	2
grieved	1
ground	3
grounds	1
growing	1
guilt	1
had	31
hair	1
hand	1
hands	1
happy	3
hard	1
hares	1
harmelesse	1
harmonious	1
hastning	1
hath	1
have	18
having	9
hazard	1
he	65
heard	4
hearing	1
heart	4
hearted	1
heartily	1
hedge	1
henry	1
her	3
herein	1
hid	1
hide	1
hideous	1
higher	2
highest	1
him	42
himself	2
himselfe	1
hinder	2
his	38
histories	1
holinesse	4
holy	2
honest	3
honesty	1
honour	1
hope	1
hoping	1
horrible	1
horrour	1
horse	1
horses	1
hot	1
house	8
houses	2
how	4
howling	1
humane	2
humour	2
hunting	1
hypocrisie	1
hypocrisies	1
i	93
if	6
ignorant	1
imagination	2
immediate	2
imparted	1
impartiality	1
impertinent	1
import	1
importune	1
importunity	1
impresions	1
impressed	1
impression	1
impressions	4
