	875
06	1
1	9
10	6
102	2
106	2
107	1
109	2
11	3
111	1
112	1
114	1
116	1
118	1
12	6
120	1
121	2
123	1
124	2
126	2
127	2
128	2
129	2
13	3
133	1
135	1
136	2
137	2
138	2
139	1
14	5
141	2
142	3
143	1
147	1
148	2
15	8
153	3
154	2
156	1
157	3
158	3
1580	1
16	6
160	1
161	2
162	1
1623	1
1628	1
163	1
1635	1
1636	1
1638	3
1639	1
164	1
1640	1
1643	1
165	1
166	2
168	1
17	10
171	1
174	3
176	1
18	9
183	2
184	2
187	1
19	7
192	1
195	1
198	2
2	25
20	8
200	1
202	1
203	1
205	1
21	2
210	1
212	1
217	1
22	6
220	2
221	2
222	1
223	1
226	1
229	1
23	5
233	1
235	1
236	1
238	1
239	1
24	6
245	1
249	1
25	7
26	3
267	1
268	1
27	2
276	1
28	9
280	1
283	1
286	1
289	1
29	4
296	1
299	1
3	37
30	2
300	2
301	1
302	1
303	2
306	1
309	1
31	2
316	1
318	2
319	1
32	4
320	1
338	1
34	3
35	3
353	1
36	3
361	1
369	1
37	1
370	1
371	1
372	1
38	3
382	3
384	1
389	2
39	3
390	1
396	2
397	1
4	25
40	5
41	1
417	1
42	2
44	3
45	6
46	2
47	4
476	2
48	1
49	2
5	19
50	4
51	3
52	2
53	3
54	1
56	4
57	3
59	1
6	18
60	1
600	2
61	1
62	1
63	1
64	2
65	2
66	4
6666	1
67	1
68	1
69	1
7	8
70	2
71	2
72	2
74	4
75	1
76	1
77	1
78	4
79	2
8	14
80	3
82	4
83	1
84	1
86	1
87	3
89	2
9	8
91	1
93	2
94	1
95	3
97	4
99	3
a	581
aad	1
aaron	2
ab	19
abbeys	1
abbots	3
abbreviet	1
aberdeen	2
aberdeens	1
aberraverit	1
abesse	1
abest	1
abhor	1
abhorre	3
abhorret	1
abhorring	1
abilities	2
ability	1
able	15
abnuerim	1
abolenda	1
abolere	1
abolish	4
abolished	4
abolishing	1
abominable	2
abomination	1
abominations	4
aboundance	1
about	48
above	32
abrahams	1
abroad	10
abrogatae	1
abrogate	2
abrupt	1
abscedat	1
absent	1
absentis	1
absit	1
absolutae	1
absolutam	1
absolute	10
absolutely	2
absolution	8
absolutè	1
absolve	3
absolved	3
absolving	1
absoni	1
absque	3
abstaining	1
abstinence	1
abstraction	2
abstractions	1
abstracto	1
absurd	3
absurdities	1
absurdity	1
abundance	1
abundant	1
abuse	4
abused	4
abuses	3
abutent	1
abyssus	1
ac	10
accedat	1
accedunt	1
accepta	1
acceptans	1
acceptetur	1
accepting	1
accepto	1
accesse	1
accesserit	1
accident	1
accidentall	1
accidents	1
accipiant	1
according	16
accordingly	2
accounted	1
accounting	1
accurate	1
accursed	1
accuser	1
accustomed	2
acerbae	1
acknowledge	3
acknowledged	1
acknowledgement	1
acknowledgeth	1
acleare	1
acolits	1
acquaint	2
acquaintance	1
acquainted	1
acquiescendum	1
acquisita	1
act	14
actio	1
action	6
actionem	1
actiones	1
actions	6
acts	10
actu	3
actuall	3
actually	2
actum	1
ad	56
adam	5
add	1
adde	2
added	2
addict	1
adding	1
additamenta	1
addition	2
additions	1
adempta	1
adeo	1
adeoque	1
adhae	1
adhere	1
adhiberi	1
adhibito	1
adire	1
adjutum	1
adjuvare	1
adjuvent	1
administer	2
administrate	1
administration	3
administrationis	2
administret	1
admiration	1
admire	1
admired	1
admirers	1
admit	4
admovebo	2
ado	1
adoe	1
adopted	1
adoption	2
adoptiō	1
adoramus	2
adoration	26
adorations	6
adorator	1
adoravit	2
adore	4
adored	2
adorer	1
adoring	1
adorned	2
adorners	1
adse	1
advance	4
advanced	8
advancement	5
advanceth	1
advancing	2
advantage	1
advantageous	1
adventum	2
adversaries	5
adversars	1
adversus	1
advertised	1
advice	8
advise	6
advised	2
advisement	2
advises	1
advocation	1
advocatos	1
aedicat	1
aerium	2
aetate	1
aetatem	1
aetatis	1
aeternae	1
aeternam	1
affaire	3
affaires	5
affairs	2
affect	2
affected	3
affection	12
affectionate	1
affections	4
afferre	1
afficiat	1
affirm	1
affirmamus	1
affirmas	1
affirmative	1
affirme	9
affirmed	1
affirmes	1
affirmeth	1
affirming	2
afflictions	1
affrighted	1
affrighting	1
aforesaid	1
afraid	2
afront	1
after	59
afternoone	2
again	10
againe	21
against	106
age	5
agebat	1
agendo	1
agens	1
agent	1
agents	1
ages	9
agitata	1
agitur	1
agnitoque	1
agnoscamus	1
ago	2
agoe	8
agree	9
agreeable	5
agreeance	2
agreed	5
agreeing	1
agreement	4
agreeth	1
agreste	1
aid	1
aileward	1
air	1
aire	2
ait	5
al	4
alas	1
alastoras	1
alba	1
albeit	14
alenzon	1
alia	2
alicubi	2
alienam	1
