	132
1	251
1.-9	1
10	61
100	1
1000	1
101	1
103	2
104	1
106	3
107	1
10th	2
11	66
116	1
11o	1
12	53
120	1
121	1
13	44
130	1
131	1
139	3
14	54
144	2
145	1
148	1
15	50
16	59
160	1
165	1
1661	1
1664	1
1666	4
1667	2
1669	2
1672	8
1674	1
17	44
17000	1
18	27
19	25
1cor	1
2	217
20	46
206	1
21	42
22	28
23	26
24	28
25	16
26	22
27	17
28	21
286	1
29	17
2cor	1
2cron	1
2ly	3
3	129
30	13
31	18
32	20
33	15
34	7
35	6
36	7
37	12
38	13
39	5
3ly	1
4	82
40	8
400	1
4000	3
41	6
410	1
42	5
43	4
430	1
44	10
45	3
46	2
47	5
48	5
49	3
490	1
5	72
50	6
500	2
5000	2
51	1
52	2
53	4
55	3
56	2
57	1
58	2
6	59
603550	1
61	1
62	1
63	3
64	1
65	3
66	1
68	5
7	54
70	3
73	1
74	1
76	1
78	10
8	59
89	1
8o	1
8th	1
9	53
91	1
94	2
95	2
97	2
a	832
aaron	13
aaronical	1
ab	3
abab	1
abaddon	2
abandon	1
abased	1
abasement	1
abby-church	3
abednego	1
abet	1
abhor	2
abhorr	1
abhorred	4
abhorrency	1
abhors	1
abia	1
abiathar	2
abide	1
abideth	2
abiding	1
abihu	2
abilene	1
abilities	1
ability	2
abiram	6
able	21
ablest	1
abner	3
abolish	1
abolishing	1
abominable	4
abomination	2
abominations	2
abound	1
abounding	1
about	32
above	13
abraham	13
abroad	7
abrupt	2
absalom	1
absent	2
absolute	2
absolutely	3
absolving	2
abstracting	1
abstruse	3
absurd	7
absurdities	1
absurdity	12
absurdly	1
absurdo	1
abundant	2
abundantly	4
abused	5
abuses	1
abutemini	1
academia	1
accept	2
acceptance	1
accepted	5
accingentis	1
acclamations	1
accommodate	1
accomodate	1
accompanied	2
accompanyed	1
accomplish	2
accomplished	1
accomplishment	2
accomplishments	1
accord	1
according	31
accordingly	4
account	19
accounted	3
accounts	2
accuracy	1
accurately	2
accursed	1
accusation	1
accuse	1
accused	2
accusing	1
achaia	1
achilles	1
acknowledge	4
acknowledged	6
acknowledges	2
acquaintance	1
acquainted	2
acquainting	1
acquired	1
acquisition	1
acquisivit	1
acquit	2
act	40
acted	1
acting	4
actings	1
action	2
actions	11
active	2
activity	1
acts	23
acts7	1
actual	5
actually	3
actuates	1
ad	7
adam	4
add	3
added	2
adding	1
address	1
adds	1
adhere	1
adhered	1
adherents	1
adhering	1
adjuncts	1
administer	1
administration	7
administrations	2
administred	1
administring	2
admirable	2
admirantis	1
admiration	3
admired	1
admit	3
admitted	5
admonishing	1
admonition	1
adoration	1
adoratur	1
adoring	1
adult	1
adulterer	1
adulterous	3
adultery	1
adv	1
advance	2
advanced	2
advancing	1
advantage	15
advantages	17
adventure	4
adventured	1
adversaries	6
adverse	1
adversus	1
advice	1
advindictam	1
advise	2
adviseable	1
aeliates	1
aeneas	1
aequora	1
aetatem	1
affairs	4
affectation	1
affected	3
affections	10
afferting	1
afficted	1
affims	1
affirm	6
affirmed	4
affirming	1
affirms	4
afflatus	1
afflict	2
afflicted	5
affliction	2
afflictions	3
afford	5
afforded	5
affords	2
affright	1
affrighted	1
affrightments	1
affronted	2
afhamed	1
afore-hand	1
afr	1
afraid	9
afresh	1
afsert	1
after	83
afterward	3
afterwards	3
agabus	1
again	42
against	128
agamemnona	1
age	7
ages	6
aggravation	1
aggravations	3
aggregation	1
ago	2
agonies	1
agony	3
agreable	1
agree	2
agreeable	5
agreeably	1
agreed	1
agrees	1
agrippa	2
agros	1
ah	4
aha	1
ahab	1
ahaz	2
ahinoam	1
aids	1
ailes	1
aim	3
aims	1
air	4
ajalon	1
alacrity	1
alarm	1
alarms	3
alas	7
albemarle	2
alcoran	1
alderman	1
alexander	2
alexandrinus	1
alienate	1
alienatione	1
aliens	2
alike	4
alive	3
all	409
alleadged	1
alledged	4
allegation	1
allegiance	2
alliances	1
allies	1
allow	2
allowed	1
allure	1
almighty	8
almost	5
alone	10
along	1
aloud	2
already	11
also	42
altars	4
alter	2
alterius	1
alternations	1
although	6
altitude	1
altogether	1
alway	1
alwayes	6
always	8
am	30
amalek	2
amazed	1
ambassadour	1
ambitious	2
ambulatory	2
amendment	1
amidst	1
amiss	2
ammon	1
ammonites	1
ammonitess	1
ammunition	1
amolition	3
among	36
amongst	25
amos	3
an	182
anabaptists	1
analemma	1
analogy	5
analysed	1
analytical	1
analyze	1
ananias	2
anarchy	1
anastasis	1
anathoth	1
ancestors	1
ancient	13
anciently	2
and	3252
andrew	1
angel	10
angels	33
anger	17
angles	1
angry	5
anguish	6
animals	2
animus	1
annalium	1
annals	1
annas	1
annct	1
anno	1
annual	1
anointed	6
anomalous	1
anon	1
another	42
answer	14
answerable	5
answered	3
answers	2
ant	1
ante	1
antecedent	11
antichrist	1
antichristian	1
anticipate	2
anticipated	1
anticipation	1
antient	4
antinomians	1
antioch	2
antiquities	1
antiquity	3
antiscript	1
antiscriptural	2
antiscripturists	7
any	120
anything	1
ap	2
apoc	5
apocalypse	2
apocrypha	1
apollinaris	1
apollinarius	1
apollo	1
apollos	2
apollyon	2
apolog	1
apologetica	1
apologia	1
apologies	5
apology	6
apostacy	4
apostate	1
apostle	30
apostles	91
apostleship	1
apostolical	4
apostolick	1
apotheosis	1
apparatus	2
apparition	1
apparitions	3
appeal	5
appealed	3
appealing	4
appeals	1
appear	20
appearance	2
appeared	15
appears	4
appease	2
appertein	1
appetite	1
applauded	1
apple	2
applic	2
applicable	2
application	16
applications	1
applied	1
apply	2
applyed	3
appointed	8
apprehend	5
apprehended	1
apprehension	14
apprehensions	5
approach	3
approaching	2
approximation	1
april	2
apt	6
apter	3
aptitude	1
arbiters	1
arcana	1
archimago	1
arcturus	1
ardent	1
arduous	3
are	338
argue	1
argues	1
arguing	2
argument	26
argumentation	2
arguments	15
aright	1
aris	1
arise	10
arisen	2
arises	2
arising	3
arist	1
aristotle	1
arithmetick	1
ark	1
arm	2
armada	1
armed	1
armies	4
arms	11
army	3
arose	3
array	1
arrayed	1
arrears	2
arrian	1
arrived	1
arrogance	1
arrow	1
arrows	2
art	18
artaxerxes	1
arteries	1
article	4
articles	3
artifice	1
artificer	1
arts	1
as	377
asa	2
asaph	4
ascend	3
ascended	4
ascending	1
ascendit	1
ascension	7
ascribed	1
ashamed	38
ashes	2
ashtaroth	1
asia	2
aside	2
ask	3
asked	1
askes	1
asleep	2
aspersions	1
aspeximus	1
asraid	1
assembled	4
assemblies	4
assembly	1
assert	2
asserted	8
asserting	4
assertion	3
assertions	2
assertors	2
asserts	1
asseruit	1
assigned	1
assist	1
assistance	4
assistances	1
assizes	1
assume	1
assurance	11
assure	1
assured	1
assures	1
assyrian	1
assyrians	1
aster	1
astonished	4
astonishment	3
asunder	1
asymptots	1
at	224
atchieved	1
ate	2
athaliah	1
athanas	1
athanasius	1
atheism	4
atheist	1
atheistical	5
athenagoras	1
athenians	3
athens	1
atomes	1
atoms	1
atonement	1
attain	4
attained	1
attaining	1
attainment	1
attainments	1
attempt	3
attempting	1
attempts	2
attend	3
attention	6
attentive	1
attentively	1
attestation	3
attestations	4
attested	3
attonement	2
attributes	4
attribution	1
audible	3
auditor	1
auditors	2
auditory	4
audivimus	1
augustine	2
augustus	1
austerities	1
autbor	1
authentical	1
authentically	1
authentick	1
author	17
authorities	3
authority	46
authors	8
avenge	1
avenged	3
avenging	3
aversio	1
aversion	3
aversness	1
avoidable	1
avoidance	1
avoided	1
avoiding	1
avoyded	1
awake	4
awaken	3
away	44
aways	1
baalim	1
babler	1
babylon	4
back	3
backslidings	1
backward	2
bad	4
bade	1
baffle	1
bait	1
ballads	1
ballance	2
band	2
bands	5
banished	2
bank	1
banker	1
baptism	4
baptist	2
baptize	3
baptized	4
barak	1
barbarians	4
barbarisme	1
barbarity	1
barbarons	1
barbarous	8
bare	8
barely	2
bargain	1
barjesus	1
barnabas	1
barns	1
baronet	1
barren	2
barrs	1
base	6
basilides	1
basis	1
basket	1
bastards	1
bath	4
bathe	1
bathsheba	1
battel	1
bave	1
be	662
beadroll	1
beam	1
bear	13
bearest	2
beareth	1
bearing	1
beast	2
beasts	7
beat	1
beaten	1
beauties	1
beauty	1
beaux	5
became	2
because	76
become	10
becomes	2
becoming	1
bed	2
beed	1
been	148
befel	1
before	125
began	9
begging	1
begin	3
beginning	13
beginnings	2
begins	1
begotten	3
begun	1
behalf	1
behave	2
behaved	2
behaviour	11
behaviours	1
beheaded	3
beheld	4
behind	2
behold	32
beholding	1
behoved	1
being	50
belial	1
belief	26
believe	66
believed	26
believer	2
believers	20
believes	8
believest	2
believeth	14
believing	12
bells	1
belong	5
belongeth	3
belonging	2
beloved	5
below	3
belshazzar	2
bend	1
benefactors	1
benefit	3
benefits	2
benevolence	1
benignity	1
bent	2
bequeathed	1
bequest	1
ber	1
beraeans	3
bereft	1
beseech	5
beside	13
besides	15
besought	1
best	8
bestow	1
bestowed	2
betake	1
bethany	1
bethlehem	1
bethsaida	1
betimes	1
betook	3
betray	1
betrayed	2
betraying	1
better	16
between	4
betwixt	10
bew	1
bewail	1
beware	5
bewise	1
beyond	3
bibles	1
bid	3
bigot	1
bills	1
bind	3
binding	1
bird	1
birth	3
bis	1
bishop	12
bishops	1
bithynia	2
bitter	2
bitterness	2
black	1
blamed	1
blameless	1
blanditiae	1
blaspheme	1
blasphemed	3
blasphemer	1
blasphemers	1
blaspheming	1
blasphemy	2
blasting	1
blended	1
bless	1
blessed	6
blessing	2
blewness	1
blind	4
blinde	4
blindness	2
blockish	1
blood	21
blot	3
blotted	1
bloud	5
blow	1
bloweth	1
blowing	1
blown	2
blustring	1
boast	1
boasters	1
boasting	1
bodies	14
body	21
bold	3
boldly	2
boldness	4
bond-men	1
bondage	4
bonds	3
bone	2
bones	8
bonitatis	1
bonum	1
book	14
books	28
borders	1
bore	3
born	13
borret	1
bosom	3
bosome	1
botch	2
both	30
bottom	2
bottomless	3
boughs	1
bought	3
bound	2
bounded	1
bounds	1
bounty	1
bouse	1
bow	4
bowed	3
bowels	2
bowl	1
bowls	2
bows	1
braggadocio	1
brain	1
brains	1
bramble	1
brambles	1
branches	2
brand	1
branded	1
brass	1
brave	2
braveries	1
bravery	1
breach	1
breaches	2
bread	3
breaed	1
break	5
breaking	2
breaks	1
breast-plates	1
breath	4
breathed	1
breathing	2
brethren	24
brevity	1
bribe	1
bricks	1
brief	5
briefly	23
bright	1
brightness	3
brimstone	7
bring	44
bringeth	1
bringing	5
brings	3
brisk	1
britains	2
broached	1
broke	1
broken	8
brokers	1
brood	1
brother	2
brought	47
brow	1
browne	1
bruited	1
brutes	1
brutish	2
bryan	1
bucket	1
buffeted	1
build	4
builded	1
buildedst	1
builders	1
building	1
buildings	2
built	3
bujus	1
bulk	1
bulls	1
burden	1
burlesque	1
burn	1
burned	4
burneth	2
burning	3
burnings	4
burnnings	1
burnt	2
burnt-offerings	1
burthen	2
burthogge	1
business	4
but	323
butler	1
buy	1
by	462
by-word	1
c	97
c7	1
cabalistick	1
caecilianus	1
caesar	9
caesarea	1
caesars	3
caiaphas	1
cain	2
cajoled	1
calamities	1
calamity	1
calf	2
caligula	1
call	20
called	26
calling	5
calls	7
calumnies	1
calumny	1
calves	3
came	24
camp	1
camps	1
can	72
cana	1
canaan	1
candid	1
candlestick	1
candour	4
cannot	37
canon	2
canonical	3
canons	4
canpretend	1
canst	9
cap	2
capable	7
capacities	3
capacity	6
capernaum	1
cappadocia	1
capreae	1
captain	5
captains	1
captive	1
captives	1
captivity	3
carcase	1
carcases	1
carcasses	2
care	6
career	1
carefull	1
careless	3
cares	4
carnal	7
carneades	1
carpocrates	1
carried	4
carry	4
carrying	1
carthage	1
carver	1
case	38
cases	2
cast	22
casting	2
castles	4
casts	1
catabaptists	1
catalogue	1
cataracts	1
catastrophe	5
catechism	1
catholick	3
catholicks	1
catholicon	1
cattel	1
cattle	1
cauldrons	1
causal	1
causality	1
causas	1
cause	15
caused	4
causes	18
causing	1
caution	1
caveat	6
caveats	3
cavil	1
cease	4
ceased	3
cedars	2
ceis	1
celebrated	2
celebration	1
celsus	5
censure	5
center	1
centurion	2
century	1
cephas	1
ceremonies	1
certain	14
certainly	7
certainty	1
certo	1
ch	1
chains	1
chair	1
chairs	1
challenge	2
chambering	1
chambers	1
change	4
changed	3
changes	1
chap	7
chapter	5
chapters	2
character	10
characterem	1
characters	4
charge	7
charged	6
charges	5
charging	1
chariots	1
charitable	1
charity	2
charm	2
charmed	1
charmer	1
charming	1
charms	1
chasme	1
chastned	1
chear	1
checked	1
checking	1
checks	1
cheerfully	1
cheese	2
cherished	1
cherub	1
cherubims	1
chetib	1
chief	7
chiefly	2
child	6
childe	1
childhood	1
childish	2
children	22
chimerical	1
choice	1
choicest	1
chords	1
chorus	1
chose	4
chosen	11
christ	173
christi	4
christian	36
christianity	38
christiano	1
christianos	1
christians	31
christs	8
chron	11
chronicles	1
chronogr	1
chrysostom	2
church	32
churches	5
churlish	1
chuse	4
cicero	2
circa	1
circle	1
circular	1
circulation	1
circumcision	3
circumspect	1
circumstances	11
circumstantial	1
circumvent	1
cirumstantiated	1
cistern	1
citat	1
cited	3
cities	9
citing	1
city	21
civil	22
civility	2
civilize	1
civitate	1
civitates	1
claimed	1
clamour	1
clap	1
clapped	1
claps	1
classical	1
claudius	2
clean	1
cleanse	1
cleansing	1
clear	18
cleared	1
clearer	2
clearly	10
clearness	2
clemens	2
cler	1
clergy	2
cles	1
cloath	1
cloathed	3
cloathes	1
cloathing	1
cloaths	3
clods	1
close	1
closely	1
closet	1
cloud	13
clove	1
co-operated	1
co-operating	1
co-operation	2
co-ordination	1
coastit	1
coats	1
code	3
coelestia	1
coffins	1
cogent	1
cogitation	1
cognoscibility	1
cognoscimus	1
cognosco	1
coincident	1
col	1
cold	1
colitur	1
collected	3
collins	10
collision	1
coloss	1
colour	4
combat	1
combination	3
combinations	4
combined	3
come	106
come2	1
comedian	1
comely	1
comes	4
cometh	10
comets	1
comfort	1
comforted	1
comforter	1
coming	24
command	8
commanded	4
commanders	1
commanding	1
commandment	3
commandments	3
commands	5
commendations	1
commended	1
commends	2
commenting	1
commission	5
commit	3
committed	6
commodity	1
common	28
common-wealth	1
common-wealths	1
commonly	1
commons	2
commonwealth	2
commonwealths	1
commune	1
communicated	2
communication	3
communion	5
companies	1
companion	1
companions	1
company	5
compare	3
compared	3
comparing	2
comparison	5
compass	8
compassion	3
compassions	2
compelled	1
compendious	1
competition	3
complacencies	1
complain	3
complaining	3
complains	2
complaint	2
complaints	1
compleat	2
compleated	1
complexion	1
compliance	3
complications	1
complices	1
comply	1
compose	2
composed	2
composing	3
composition	2
comprehend	6
comprehenfive	1
comprehensible	1
comprehension	1
comprehensive	4
comprised	1
computes	1
comtemners	1
conatus	1
conceealed	1
conceit	5
conceited	1
conceitedness	1
conceive	11
conceiveable	1
conceived	8
conception	3
concern	3
concerned	4
concerning	95
concernment	8
concernments	6
concerns	7
concession	1
concessions	1
conclude	17
concluded	8
concludes	3
concluding	1
conclusion	5
conclusions	1
concourse	2
concupiscence	1
concurrent	1
condemnation	4
condemned	10
condescend	1
condescends	1
condition	13
conditions	1
conducing	1
conduct	2
conducted	1
conducting	1
conductor	1
confederates	1
conference	1
confess	3
confessed	2
confession	1
confessions	1
confidence	5
confine	1
confirm	1
confirmation	2
confirmed	3
confirming	1
confiscate	1
conflagration	1
conform	1
confound	3
confounded	6
confounding	1
confusion	8
confusions	5
confuted	1
congregation	7
congregations	1
congruity	1
coniah	1
conjectural	1
conjecturali	1
conjunction	1
conjurers	1
connect	1
connecting	1
connexion	1
conquer	1
conquering	1
conscience	16
consciences	5
conscious	1
consent	5
consentedst	1
consequence	9
consequences	6
consequential	2
consequentially	1
conservation	1
conserve	1
consider	49
considerable	12
consideration	25
considerations	7
considered	11
considering	2
considers	6
consist	5
consisted	3
consisteth	1
consisting	3
consists	4
conspicuous	2
conspiracies	1
conspired	3
conspiring	1
const	1
constancy	1
constant	4
constantine	4
constantinople	1
constantly	2
constellations	1
consternations	1
constituted	3
constitution	1
consult	2
consulted	1
consume	6
consumed	7
consumes	1
consuming	3
consummatum	1
consumption	1
contact	1
contagion	1
contain	6
contained	4
containing	2
contains	4
contein	2
conteins	1
contemn	3
contemners	4
contemplate	1
contemplation	2
contemplative	1
contempt	24
contemptible	2
contemptores	1
contend	1
contended	3
content	1
contented	1
contention	1
contents	4
contest	1
context	1
contingency	1
continual	1
continually	3
continuance	4
continue	8
continued	9
continues	2
continuing	2
contracted	1
contradict	1
contradicted	2
contradiction	6
contrary	16
contribute	1
contributions	1
contrivance	3
contrived	3
controul	2
controversie	1
controversies	1
conveigh	1
conveighed	1
convenience	1
convenient	2
conventicle	1
conversant	4
conversation	6
converse	1
conversed	3
converseth	1
conversio	1
conversion	1
convert	2
converted	5
conveyed	1
convicted	2
conviction	4
convince	5
convinced	10
convocation	2
cor	26
corah	7
corazin	2
cord	1
cords	1
corinthans	1
corinthians	2
cornelius	1
corner	1
corner-stone	1
corners	1
corollaries	1
corollary	4
corporal	1
corporeal	2
corrected	1
correlate	1
corrupt	2
corrupted	1
corrupting	1
corruption	2
cot	1
could	45
couldst	2
council	6
councils	8
counsel	5
counsellors	1
counsels	3
counted	6
countenance	2
countenanced	1
countrey	5
countrey-men	1
country	4
countrymen	2
courage	4
couragious	1
course	7
courses	5
coursing	1
court	4
courts	1
cousen	1
couversed	1
covenant	13
covenants	1
cover	1
covered	8
covetous	3
cowardly	1
cozen	1
crafry	1
crave	3
create	7
created	2
creates	1
creating	1
creation	9
creator	1
creaturam	1
creature	3
creatures	1
credentials	1
credibility	2
credit	4
creditur	1
creed	1
creeping	1
cried	5
cries	2
crimes	1
cripple	1
crisis	1
criterion	2
criticizing	1
crooked	1
cross	8
crossed	1
crown	2
crowned	1
crowns	2
crucifie	2
crucified	11
crucifixion	3
crudled	1
cruel	4
cruelty	2
cry	8
cryed	7
cryes	1
crying	1
cucumers	1
cultoribus	1
cum	3
cunningly	1
curdled	1
cured	1
curiosity	4
curious	1
curse	1
cursed	9
cursing	3
custom	2
customers	1
customs	1
cut	5
cvi	1
cyrenius	1
cyril	1
cyrill	1
cyrus	1
d	26
daemonas	1
daily	9
damage	1
damn	1
damnable	2
damnation	16
damned	1
dan	2
dance	1
dane	1
danes	1
danger	27
dangerous	13
dangers	1
daniel	8
darius	3
dark	2
darkened	1
darkned	2
darkness	14
darling	1
dash	1
dat	1
dathan	6
daughter	9
daughters	2
david	29
day	74
dayes	7
dayly	3
days	31
dc	2
de	5
dead	21
deadly	1
deaf	1
deal	3
dealing	4
dealings	6
dealt	9
dear	2
death	55
deaths	1
debated	1
debates	1
debauch	2
debaucheries	1
debauchery	1
deborah	1
debtor	1
decay	2
decease	1
deceitful	1
deceitfulness	2
deceived	3
deceiver	1
deceiveth	1
decency	1
deceptio	1
decided	2
decides	1
decimation	1
decision	2
declaim	1
declaration	4
declarations	4
declare	6
declared	11
declares	5
decline	2
declined	1
decree	3
decrees	3
decretory	1
decuries	1
dedecus	1
dedicated	2
deduction	1
deeds	3
deem	1
deep	5
deeper	1
deeply	5
defence	2
defend	4
defender	3
defenders	1
deferr	2
defiance	2
defign	1
definition	1
definitions	1
deformity	1
degree	6
degrees	9
dehort	1
dehortations	2
dei	3
deities	1
delegated	1
delegates	1
deliberate	3
delicately	1
delicious	1
deligent	1
delight	2
delineate	1
deliver	15
deliverance	7
deliverances	7
delivered	53
deliverers	1
delivering	1
delivers	1
delivery	2
deluded	1
deluding	1
demand	4
demanding	1
demands	1
demonstation	1
demonstrandum	1
demonstrate	4
demonstrated	2
demonstrates	1
demonstrating	2
demonstration	20
demonstrative	2
demonstrator	1
demonstratour	1
den	2
denies	1
denounce	2
denounced	2
denounces	1
denouncing	1
denunciation	1
denunciations	1
deny	16
denyal	1
denyed	4
denying	3
deo	2
depart	1
departed	3
departing	5
departure	3
depend	1
depended	1
depending	1
depends	1
