	34
0	1
1	20
10	9
105	1
10th	1
11	7
11th	1
12	8
13	8
14	7
15	4
15th	1
16	4
1692	1
1693	2
16th	1
17	9
17th	1
18	3
19	5
1st	1
2	18
20	7
2000	1
20000	1
21	1
22	8
227	1
23	2
24	13
24th	1
25	8
26	13
27	9
28	4
28th	1
29	7
3	13
30	5
3000	1
31	20
32	5
33	10
34	5
35	4
3500	1
36	3
37	1
379	1
38	4
380	1
39	1
395	1
4	78
40	1
42	2
44	2
46	1
48	1
49	1
4the	1
4them	1
5	68
50th	1
511	1
53	1
57	1
59	1
6	27
62	1
66	1
6th	1
7	61
70	1
7000	1
79	1
8	9
82	1
831	1
8th	1
9	8
9th	1
a	1534
aad	1
abandon	17
abandoned	23
abandoning	1
abandons	1
abbot	5
abhor	1
abhorred	2
abjured	2
ablavius	1
able	24
abode	1
abolish	8
abolished	4
abolisheth	1
about	52
above	30
abroad	6
abrupt	1
absence	7
absent	2
absolute	8
absolutely	5
absolution	3
absolve	1
absolved	2
abstain	1
abstained	1
abstains	1
abstemious	1
abundance	19
abundant	1
abuse	2
abused	10
abuses	9
abusing	4
academies	1
academy	1
acat	1
accept	8
acceptable	1
accepted	12
accepting	2
access	1
accessary	1
accident	5
acclamation	1
acclamations	7
accommodate	5
accommodation	6
accompanied	10
accompany	5
accomplice	2
accomplices	7
accomplish	3
accomplished	7
accomplishment	2
accord	2
accorded	1
according	39
account	19
accountable	1
accounted	2
accus	1
accusation	2
accusations	5
accuse	3
accused	16
accuser	1
accusers	2
accusing	3
accustmed	1
accustom	5
accustomed	18
achaia	1
achillas	1
acknowledge	12
acknowledged	18
acknowledges	1
acknowledgi	1
acknowledging	1
acknowledgment	13
acorns	1
acquaint	3
acquaintance	3
acquainted	12
acquire	4
acquired	4
acquiring	1
acquisition	1
acquit	2
acquitted	4
act	17
acted	2
acting	1
action	26
actions	20
active	4
acts	1
ad	30
adana	1
add	6
added	7
addicted	3
adding	6
address	5
addressed	5
adds	2
adience	1
adjacent	7
adjoining	3
adjoyning	2
adjured	1
administration	3
administred	3
admirable	7
admiration	4
admire	1
admired	8
admitted	2
admonished	1
admonishes	1
admonition	1
admonitions	3
ado	5
adopted	1
adoption	1
adorable	1
adoration	4
adore	3
adored	4
adorning	1
adrian	1
adrianople	8
adriatick	1
adultery	1
adv	3
advance	12
advanced	59
advancement	5
advances	2
advancing	2
advaned	1
advantag	1
advantage	43
advantageous	4
advantages	8
advantagious	3
advantagiously	1
adventure	1
adventures	1
adversaries	6
adversary	2
adverse	1
adversity	2
advertise	2
advertised	6
advertize	2
advertized	2
advice	43
advices	1
advie	1
advise	5
advised	14
advises	1
aegypt	5
aelians	1
afection	1
aff	1
affair	41
affairs	54
affect	3
affectation	3
affected	27
affecting	4
affection	21
affectionate	3
affections	4
affirmed	5
affirms	1
afflict	1
afflicted	7
affliction	7
afflighted	1
affluence	1
afford	15
afforded	12
affording	3
affrd	1
affrighted	2
affront	1
afraid	23
afresh	1
afric	1
africa	3
african	2
africk	9
after	326
after-blow	1
afterwards	20
agaban	1
again	23
against	181
agapius	1
age	47
agelas	2
agents	1
ages	1
aggrandizing	1
aggravate	1
aggravated	1
agitate	1
agitated	1
agitation	1
agitations	1
agree	8
agreeable	15
agreeale	1
agreed	15
agreement	5
agricole	1
ague	1
aimed	2
air	9
airs	2
al	1
alain	1
alains	9
alaric	1
alarm	3
alarmed	4
alas	1
alathee	1
alatheus	6
alathée	2
albeit	4
albn	1
alex	2
alexander	2
alexandria	20
alexandrian	1
alexdria	1
alienate	2
alight	1
alighted	1
alike	2
alive	8
all	564
alledg	1
alledge	2
alledged	8
alledgg	1
allegations	1
alliance	13
alliances	1
allied	1
allies	8
allow	1
allowed	6
ally	4
almost	32
alms	3
alone	23
along	17
aloud	2
alpes	1
alphabet	1
alps	24
already	55
also	47
altar	19
altars	6
alteration	3
altho	57
although	2
altogether	2
always	60
am	11
amales	1
amazed	9
amazement	2
ambasadors	1
ambassador	2
ambassadors	20
ambiguous	2
ambition	22
ambitious	1
ambr	45
ambroe	1
ambros	28
ambrose	82
ambuscade	1
ambuscades	2
ame	2
amiens	1
amiss	1
ammia	1
ammian	36
ammin	1
ammn	1
ammonius	1
amnesty	1
among	1
amongst	56
amorous	1
amphiloch	1
amphilochus	4
amphitheater	1
ample	1
amr	1
amrose	1
amuse	2
amused	3
amusements	1
amuses	1
amusing	1
amy	1
an	458
anach	1
anastacy	2
anastasy	4
anatolius	1
ancestors	1
anchor	1
ancient	33
ancients	2
ancyra	1
and	3654
andragatius	5
andred	1
anew	1
ange	1
angel	1
anger	22
angers	1
angrily	1
angry	1
anicus	1
animals	1
animate	1
anioch	1
ann	1
anne	1
annexed	1
anno	1
annon	2
annul	1
annulled	2
another	32
answer	41
answerable	2
answered	22
answering	1
answers	3
ant	2
anti-chamber	1
antient	5
antioc	1
antioch	51
antiochians	1
antiosh	1
antiquity	3
anwered	1
any	98
anycus	1
apart	3
apollinaris	2
apollinarists	1
apollinarius	1
apology	1
apost	1
apostasy	1
apostates	1
apostles	6
apostoical	1
apostolical	1
apostolick	1
apparel	1
apparition	1
appeal	1
appealed	1
appear	22
appearance	16
appearances	8
appeared	36
appearing	1
appears	2
appease	5
appeased	5
appeasing	1
append	2
appertained	1
applause	2
applauses	4
application	6
applications	4
applied	18
apply	4
applyed	1
applying	2
appointed	7
appointments	1
apprehend	6
apprehended	1
apprehension	1
apprehensions	2
approach	8
approached	6
approaches	1
approaching	4
approbation	2
approve	3
approved	7
approves	1
approvest	1
aproved	1
apud	3
aqueduct	1
aquileia	13
aquitain	1
arb	1
arbetion	2
arbitration	1
arbitrator	1
arbogastes	52
arc	1
arcadius	24
arch-bishop	5
arch-heretick	2
archbishop	67
